gene_label,ct_label,as_label,as,ct,gene
CD44,epithelial fate stem cell,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000036,https://purl.org/ccf/ASCTB-TEMP_cd44
CD44,epithelial stem cells,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,https://purl.org/ccf/ASCTB-TEMP_epithelial-stem-cells,https://purl.org/ccf/ASCTB-TEMP_cd44
CD44,epithelial stem cells,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,https://purl.org/ccf/ASCTB-TEMP_epithelial-stem-cells,https://purl.org/ccf/ASCTB-TEMP_cd44
CD44,B cell,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/1681
CD44,stromal cell of endometrium,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,http://purl.obolibrary.org/obo/CL_0002255,http://identifiers.org/hgnc/1681
CD44,early T lineage precursor,thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0002425,http://identifiers.org/hgnc/1681
CD44,specified double negative thymocyte (Homo sapiens),thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0009081,http://identifiers.org/hgnc/1681
CD44,epithelial stem cells,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_epithelial-stem-cells,https://purl.org/ccf/ASCTB-TEMP_cd44
CD44,epithelial stem cells,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,https://purl.org/ccf/ASCTB-TEMP_epithelial-stem-cells,https://purl.org/ccf/ASCTB-TEMP_cd44
CD44,epithelial fate stem cell,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000036,https://purl.org/ccf/ASCTB-TEMP_cd44
CD44,plasma cell CD21,ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,https://purl.org/ccf/ASCTB-TEMP_plasma-cell-cd21,http://identifiers.org/hgnc/1681
CD44,plasma cell CD21,sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,https://purl.org/ccf/ASCTB-TEMP_plasma-cell-cd21,http://identifiers.org/hgnc/1681
CD5,transitional stage B cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000818,http://identifiers.org/hgnc/1685
CD5,lymphocyte of large intestine lamina propria,ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1685
CD5,"CD4-positive, alpha-beta intraepithelial T cell",ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1685
CD5,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1685
CD5,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1685
CD5,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1685
CD5,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1685
CD5,lymphocyte of large intestine lamina propria,sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1685
CD5,CD4+ T,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,https://purl.org/ccf/ASCTB-TEMP_cd4-t,https://purl.org/ccf/ASCTB-TEMP_cd5
CD5,CD4+ T,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,https://purl.org/ccf/ASCTB-TEMP_cd4-t,https://purl.org/ccf/ASCTB-TEMP_cd5
CD5,CD8+ T,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,https://purl.org/ccf/ASCTB-TEMP_cd8-t,https://purl.org/ccf/ASCTB-TEMP_cd5
CD5,CD8+ T,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,https://purl.org/ccf/ASCTB-TEMP_cd8-t,https://purl.org/ccf/ASCTB-TEMP_cd5
CD5,"CD4-positive, alpha-beta intraepithelial T cell",sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1685
CD5,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1685
CD5,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1685
CD5,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1685
CD5,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1685
CD5,"double-positive, alpha-beta thymocyte",thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1685
CD5,CD4+ T,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_cd4-t,https://purl.org/ccf/ASCTB-TEMP_cd5
CD5,CD4+ T,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,https://purl.org/ccf/ASCTB-TEMP_cd4-t,https://purl.org/ccf/ASCTB-TEMP_cd5
CD5,CD8+ T,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_cd8-t,https://purl.org/ccf/ASCTB-TEMP_cd5
CD5,CD8+ T,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,https://purl.org/ccf/ASCTB-TEMP_cd8-t,https://purl.org/ccf/ASCTB-TEMP_cd5
CD5,specified double negative thymocyte (Homo sapiens),thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0009081,http://identifiers.org/hgnc/1685
CD5,committed double negative thymocyte (Homo sapiens),thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0009082,http://identifiers.org/hgnc/1685
CD5,rearranging double negative thymocyte (Homo sapiens),thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0009083,http://identifiers.org/hgnc/1685
CD52,monocyte,thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000576,http://identifiers.org/hgnc/1804
CD52,"group 3 innate lymphoid cell, human",thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0001078,http://identifiers.org/hgnc/1804
CD53,alveolar macrophage,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000583,http://identifiers.org/hgnc/1686
CD53,CCL3-positive alveolar macrophage,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033041,http://identifiers.org/hgnc/1686
CD53,metallothionein-positive alveolar macrophage,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033042,http://identifiers.org/hgnc/1686
CD53,lung interstitial macrophage,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033043,http://identifiers.org/hgnc/1686
CD53,regulatory T cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000815,http://identifiers.org/hgnc/1686
CD53,"naive thymus-derived CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000900,http://identifiers.org/hgnc/1686
CD53,"effector memory CD4-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000905,http://identifiers.org/hgnc/1686
CD53,"effector memory CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000913,http://identifiers.org/hgnc/1686
CD53,plasmacytoid dendritic cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000784,http://identifiers.org/hgnc/1686
CD53,mucosal invariant T cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000940,http://identifiers.org/hgnc/1686
CD53,CD141-positive myeloid dendritic cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002394,http://identifiers.org/hgnc/1686
CD53,CD1c-positive myeloid dendritic cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002399,http://identifiers.org/hgnc/1686
CD53,"lung resident memory CD4-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033038,http://identifiers.org/hgnc/1686
CD53,"lung resident memory CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033039,http://identifiers.org/hgnc/1686
CD53,lung migratory dendritic cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033045,http://identifiers.org/hgnc/1686
CD53,natural killer cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/1686
CD53,neutrophil,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/1686
CD53,classical monocyte,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000860,http://identifiers.org/hgnc/1686
CD53,basophil,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000767,http://identifiers.org/hgnc/1686
CD53,"naive thymus-derived CD4-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000895,http://identifiers.org/hgnc/1686
CD53,mature NK T cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000814,http://identifiers.org/hgnc/1686
CD53,non-classical monocyte,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000875,http://identifiers.org/hgnc/1686
CD53,"CD16-negative, CD56-bright natural killer cell, human",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000938,http://identifiers.org/hgnc/1686
CD53,lung parenchyma resident eosinophil,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0019015,http://identifiers.org/hgnc/1686
CD53,B cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/1686
CD53,plasma cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/1686
CD53,Misc_132 cerebral cortex neuron (Hsap),brain,http://purl.obolibrary.org/obo/UBERON_0000955,http://purl.obolibrary.org/obo/PCL_0051133,http://identifiers.org/hgnc/1686
CD56,nerves,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,https://purl.org/ccf/ASCTB-TEMP_nerves,https://purl.org/ccf/ASCTB-TEMP_cd56
CD56,nerve,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,https://purl.org/ccf/ASCTB-TEMP_nerve,https://purl.org/ccf/ASCTB-TEMP_cd56
CD56,nerve,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_nerve,https://purl.org/ccf/ASCTB-TEMP_cd56
CD56,nerves,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,https://purl.org/ccf/ASCTB-TEMP_nerves,https://purl.org/ccf/ASCTB-TEMP_cd56
CD56,natural killer cell,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,http://purl.obolibrary.org/obo/CL_0000623,https://purl.org/ccf/ASCTB-TEMP_cd56
CD56,natural killer cell,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,http://purl.obolibrary.org/obo/CL_0000623,https://purl.org/ccf/ASCTB-TEMP_cd56
CD56,nerves,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,https://purl.org/ccf/ASCTB-TEMP_nerves,https://purl.org/ccf/ASCTB-TEMP_cd56
CD56,nerve,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,https://purl.org/ccf/ASCTB-TEMP_nerve,https://purl.org/ccf/ASCTB-TEMP_cd56
CD56,natural killer cell,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000623,https://purl.org/ccf/ASCTB-TEMP_cd56
CD56,natural killer cell,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000623,https://purl.org/ccf/ASCTB-TEMP_cd56
CD56,nerve,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,https://purl.org/ccf/ASCTB-TEMP_nerve,https://purl.org/ccf/ASCTB-TEMP_cd56
CD56,nerves,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_nerves,https://purl.org/ccf/ASCTB-TEMP_cd56
CD57,natural killer cell,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,http://purl.obolibrary.org/obo/CL_0000623,https://purl.org/ccf/ASCTB-TEMP_cd57
CD57,natural killer cell,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,http://purl.obolibrary.org/obo/CL_0000623,https://purl.org/ccf/ASCTB-TEMP_cd57
CD57,natural killer cell,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000623,https://purl.org/ccf/ASCTB-TEMP_cd57
CD57,natural killer cell,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000623,https://purl.org/ccf/ASCTB-TEMP_cd57
CD59,blood vessel endothelial cell,lymph node,http://purl.obolibrary.org/obo/UBERON_0000029,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1689
CD5L,splenic red pulp macrophage,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000874,http://identifiers.org/hgnc/1690
CD5L,splenic white pulp macrophage,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000876,http://identifiers.org/hgnc/1690
CD5L,Splenic perifollicular zone macrophage,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,https://purl.org/ccf/ASCTB-TEMP_splenic-perifollicular-zone-macrophage,http://identifiers.org/hgnc/1690
CD5L,splenic marginal zone macrophage,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000872,http://identifiers.org/hgnc/1690
CD5L,splenic tingible body macrophage,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000877,http://identifiers.org/hgnc/1690
CD5L,splenic white pulp macrophage,descending thoracic aorta,http://purl.obolibrary.org/obo/UBERON_0002345,http://purl.obolibrary.org/obo/CL_0000876,http://identifiers.org/hgnc/1690
CD5L,splenic red pulp macrophage,descending thoracic aorta,http://purl.obolibrary.org/obo/UBERON_0002345,http://purl.obolibrary.org/obo/CL_0000874,http://identifiers.org/hgnc/1690
CD5L,splenic red pulp macrophage,ascending aorta,http://purl.obolibrary.org/obo/UBERON_0001496,http://purl.obolibrary.org/obo/CL_0000874,http://identifiers.org/hgnc/1690
CD5L,splenic white pulp macrophage,ascending aorta,http://purl.obolibrary.org/obo/UBERON_0001496,http://purl.obolibrary.org/obo/CL_0000876,http://identifiers.org/hgnc/1690
CD5L,splenic red pulp macrophage,abdominal aorta,http://purl.obolibrary.org/obo/UBERON_0001516,http://purl.obolibrary.org/obo/CL_0000874,http://identifiers.org/hgnc/1690
CD5L,splenic red pulp macrophage,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000874,http://identifiers.org/hgnc/1690
CD5L,splenic white pulp macrophage,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000876,http://identifiers.org/hgnc/1690
CD5L,splenic white pulp macrophage,abdominal aorta,http://purl.obolibrary.org/obo/UBERON_0001516,http://purl.obolibrary.org/obo/CL_0000876,http://identifiers.org/hgnc/1690
CD68,alveolar macrophage,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000583,http://identifiers.org/hgnc/1693
CD68,CCL3-positive alveolar macrophage,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033041,http://identifiers.org/hgnc/1693
CD68,metallothionein-positive alveolar macrophage,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033042,http://identifiers.org/hgnc/1693
CD68,lung interstitial macrophage,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033043,http://identifiers.org/hgnc/1693
CD68,macrophage,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
CD68,thymic macrophage,thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000866,http://identifiers.org/hgnc/1693
CD68,macrophage,ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
CD68,macrophage,subcutaneous adipose tissue,http://purl.obolibrary.org/obo/UBERON_0002190,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
CD68,lymph node subcapsular sinus macrophage,lymph node,http://purl.obolibrary.org/obo/UBERON_0000029,http://purl.obolibrary.org/obo/CL_0000887,http://identifiers.org/hgnc/1693
CD68,macrophage,sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
CD68,macrophage,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
CD68,Kupffer cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000091,http://identifiers.org/hgnc/1693
CD68,macrophage,lymph node,http://purl.obolibrary.org/obo/UBERON_0000029,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
CD68,macrophage,cardiac muscle of left atrium,http://purl.obolibrary.org/obo/UBERON_0003380,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
CD68,macrophage,cardiac muscle of right atrium,http://purl.obolibrary.org/obo/UBERON_0003379,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
CD68,macrophage,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,http://purl.obolibrary.org/obo/CL_0000235,https://purl.org/ccf/ASCTB-TEMP_cd68
CD68,macrophage,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,http://purl.obolibrary.org/obo/CL_0000235,https://purl.org/ccf/ASCTB-TEMP_cd68
CD68,splenic red pulp macrophage,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000874,http://identifiers.org/hgnc/1693
CD68,splenic white pulp macrophage,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000876,http://identifiers.org/hgnc/1693
CD68,macrophage,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,https://purl.org/ccf/ASCTB-TEMP_macrophage,https://purl.org/ccf/ASCTB-TEMP_cd68
CD68,uterine dendritic cells,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,https://purl.org/ccf/ASCTB-TEMP_uterine-dendritic-cells,https://purl.org/ccf/ASCTB-TEMP_cd68
CD68,macrophage,pancreas,http://purl.obolibrary.org/obo/UBERON_0001264,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
CD68,Interdigitating Dendritic Cells,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,https://purl.org/ccf/ASCTB-TEMP_interdigitating-dendritic-cells,http://identifiers.org/hgnc/1693
CD68,macrophage,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000235,https://purl.org/ccf/ASCTB-TEMP_cd68
CD68,macrophage,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000235,https://purl.org/ccf/ASCTB-TEMP_cd68
CD68,thymic medullary macrophage,thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000882,http://identifiers.org/hgnc/1693
CD68,Splenic perifollicular zone macrophage,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,https://purl.org/ccf/ASCTB-TEMP_splenic-perifollicular-zone-macrophage,http://identifiers.org/hgnc/1693
CD68,uterine resident macrophage,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,http://purl.obolibrary.org/obo/CL_4033064,http://identifiers.org/hgnc/1693
CD68,Kupffer cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000091,http://identifiers.org/hgnc/1693
CD68,splenic marginal zone macrophage,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000872,http://identifiers.org/hgnc/1693
CD68,splenic tingible body macrophage,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000877,http://identifiers.org/hgnc/1693
CD68,lymph node tingible body macrophage,lymph node,http://purl.obolibrary.org/obo/UBERON_0000029,http://purl.obolibrary.org/obo/CL_0000888,http://identifiers.org/hgnc/1693
CD68,Interdigitating Dendritic Cells,descending thoracic aorta,http://purl.obolibrary.org/obo/UBERON_0002345,https://purl.org/ccf/ASCTB-TEMP_interdigitating-dendritic-cells,http://identifiers.org/hgnc/1693
CD68,splenic white pulp macrophage,descending thoracic aorta,http://purl.obolibrary.org/obo/UBERON_0002345,http://purl.obolibrary.org/obo/CL_0000876,http://identifiers.org/hgnc/1693
CD68,splenic red pulp macrophage,descending thoracic aorta,http://purl.obolibrary.org/obo/UBERON_0002345,http://purl.obolibrary.org/obo/CL_0000874,http://identifiers.org/hgnc/1693
CD68,Interdigitating Dendritic Cells,ascending aorta,http://purl.obolibrary.org/obo/UBERON_0001496,https://purl.org/ccf/ASCTB-TEMP_interdigitating-dendritic-cells,http://identifiers.org/hgnc/1693
CD68,splenic red pulp macrophage,ascending aorta,http://purl.obolibrary.org/obo/UBERON_0001496,http://purl.obolibrary.org/obo/CL_0000874,http://identifiers.org/hgnc/1693
CD68,splenic white pulp macrophage,ascending aorta,http://purl.obolibrary.org/obo/UBERON_0001496,http://purl.obolibrary.org/obo/CL_0000876,http://identifiers.org/hgnc/1693
CD68,splenic red pulp macrophage,abdominal aorta,http://purl.obolibrary.org/obo/UBERON_0001516,http://purl.obolibrary.org/obo/CL_0000874,http://identifiers.org/hgnc/1693
CD68,splenic red pulp macrophage,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000874,http://identifiers.org/hgnc/1693
CD68,splenic white pulp macrophage,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000876,http://identifiers.org/hgnc/1693
CD68,Interdigitating Dendritic Cells,heart,http://purl.obolibrary.org/obo/UBERON_0000948,https://purl.org/ccf/ASCTB-TEMP_interdigitating-dendritic-cells,http://identifiers.org/hgnc/1693
CD68,splenic white pulp macrophage,abdominal aorta,http://purl.obolibrary.org/obo/UBERON_0001516,http://purl.obolibrary.org/obo/CL_0000876,http://identifiers.org/hgnc/1693
CD68,Interdigitating Dendritic Cells,abdominal aorta,http://purl.obolibrary.org/obo/UBERON_0001516,https://purl.org/ccf/ASCTB-TEMP_interdigitating-dendritic-cells,http://identifiers.org/hgnc/1693
CD69,"lung resident memory CD4-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033038,http://identifiers.org/hgnc/1694
CD69,"lung resident memory CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033039,http://identifiers.org/hgnc/1694
CD69,natural killer cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/1694
CD69,gamma-delta T cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000798,http://identifiers.org/hgnc/1694
CD69,"CD8-positive, alpha-beta memory T cell",liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/1694
CD69,Eomes low Liver NK cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,https://purl.org/ccf/ASCTB-TEMP_eomes-low-liver-nk-cell,http://identifiers.org/hgnc/1694
CD69,TBet low Liver NK cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,https://purl.org/ccf/ASCTB-TEMP_tbet-low-liver-nk-cell,http://identifiers.org/hgnc/1694
CD69,mast cell,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,https://purl.org/ccf/ASCTB-TEMP_mast-cell,https://purl.org/ccf/ASCTB-TEMP_cd69
CD69,B cell,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,https://purl.org/ccf/ASCTB-TEMP_b-cell,https://purl.org/ccf/ASCTB-TEMP_cd69
CD69,innate lymphoid cell,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,https://purl.org/ccf/ASCTB-TEMP_innate-lymphoid-cell,https://purl.org/ccf/ASCTB-TEMP_cd69
CD69,T cell,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,https://purl.org/ccf/ASCTB-TEMP_t-cell,https://purl.org/ccf/ASCTB-TEMP_cd69
CD69,uterine natural killer cell,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,https://purl.org/ccf/ASCTB-TEMP_uterine-natural-killer-cell,https://purl.org/ccf/ASCTB-TEMP_cd69
CD69,"double-positive, alpha-beta thymocyte",thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1694
CD69,"CD4-positive, alpha-beta memory T cell",thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000897,http://identifiers.org/hgnc/1694
