gene_symbol,disease_id,onset_name,onset_id
CACNA1C,OMIM:620029,Pediatric onset,HP:0410280
CACNA1C,OMIM:620029,Infantile onset,HP:0003593
CACNA1C,OMIM:620029,Neonatal onset,HP:0003623
CACNA1D,OMIM:614896,Congenital onset,HP:0003577
CACNA1D,OMIM:615474,Congenital onset,HP:0003577
CACNA1F,OMIM:180100,Juvenile onset,HP:0003621
CACNA1F,OMIM:180100,Pediatric onset,HP:0410280
CACNA1F,OMIM:180100,Childhood onset,HP:0011463
CACNA1G,OMIM:618087,Pediatric onset,HP:0410280
CACNA1G,OMIM:618087,Infantile onset,HP:0003593
CACNA1G,OMIM:618087,Neonatal onset,HP:0003623
CACNA1H,OMIM:617027,Juvenile onset,HP:0003621
CACNA1H,OMIM:617027,Pediatric onset,HP:0410280
CACNA1H,OMIM:617027,Infantile onset,HP:0003593
CACNA1H,OMIM:617027,Childhood onset,HP:0011463
CACNA1I,OMIM:620114,Childhood onset,HP:0011463
CACNA1I,OMIM:620114,Infantile onset,HP:0003593
CACNA1I,OMIM:620114,Pediatric onset,HP:0410280
CACNA1I,OMIM:620114,Neonatal onset,HP:0003623
CACNA1S,OMIM:170400,Pediatric onset,HP:0410280
CACNA1S,OMIM:170400,Infantile onset,HP:0003593
CACNA1S,OMIM:620246,Childhood onset,HP:0011463
CACNA1S,OMIM:620246,Pediatric onset,HP:0410280
CACNA1S,OMIM:620246,Neonatal onset,HP:0003623
CACNA1S,OMIM:620246,Infantile onset,HP:0003593
CACNA2D1,OMIM:620149,Pediatric onset,HP:0410280
CACNA2D1,OMIM:620149,Infantile onset,HP:0003593
CACNA2D2,OMIM:618501,Neonatal onset,HP:0003623
CACNA2D2,OMIM:618501,Infantile onset,HP:0003593
CACNA2D2,OMIM:618501,Pediatric onset,HP:0410280
CACNA2D4,OMIM:180100,Pediatric onset,HP:0410280
CACNA2D4,OMIM:180100,Childhood onset,HP:0011463
CACNA2D4,OMIM:180100,Juvenile onset,HP:0003621
CACNB4,OMIM:607682,Pediatric onset,HP:0410280
CACNB4,OMIM:607682,Childhood onset,HP:0011463
CACNB4,OMIM:607682,Juvenile onset,HP:0003621
CACNB4,OMIM:613855,Juvenile onset,HP:0003621
CACNB4,OMIM:613855,Pediatric onset,HP:0410280
CACNG2,OMIM:614256,Pediatric onset,HP:0410280
CACNG2,OMIM:614256,Childhood onset,HP:0011463
CAD,OMIM:616457,Pediatric onset,HP:0410280
CAD,OMIM:616457,Infantile onset,HP:0003593
CAD,OMIM:616457,Childhood onset,HP:0011463
CADM3,OMIM:619519,Childhood onset,HP:0011463
CADM3,OMIM:619519,Pediatric onset,HP:0410280
CADM3,OMIM:619519,Infantile onset,HP:0003593
CALM1,OMIM:614916,Childhood onset,HP:0011463
CALM1,OMIM:614916,Juvenile onset,HP:0003621
CALM1,OMIM:616247,Infantile onset,HP:0003593
CALM1,OMIM:616247,Pediatric onset,HP:0410280
CALM1,OMIM:616247,Childhood onset,HP:0011463
CALM1,OMIM:616247,Neonatal onset,HP:0003623
CALM2,OMIM:616249,Pediatric onset,HP:0410280
CALM2,OMIM:616249,Neonatal onset,HP:0003623
CALM2,OMIM:616249,Childhood onset,HP:0011463
CALM2,OMIM:616249,Juvenile onset,HP:0003621
CALM3,OMIM:618782,Congenital onset,HP:0003577
CALR,OMIM:254450,Pediatric onset,HP:0410280
CALR,OMIM:254450,Infantile onset,HP:0003593
CAMK2A,OMIM:617798,Infantile onset,HP:0003593
CAMK2A,OMIM:617798,Pediatric onset,HP:0410280
CAMK2A,OMIM:618095,Infantile onset,HP:0003593
CAMK2A,OMIM:618095,Pediatric onset,HP:0410280
CAMK2B,OMIM:617799,Congenital onset,HP:0003577
CAMK2B,OMIM:617799,Pediatric onset,HP:0410280
CAMK2B,OMIM:617799,Infantile onset,HP:0003593
CAMK2G,OMIM:618522,Pediatric onset,HP:0410280
CAMK2G,OMIM:618522,Infantile onset,HP:0003593
CAMLG,OMIM:620201,Infantile onset,HP:0003593
CAMLG,OMIM:620201,Pediatric onset,HP:0410280
CAMSAP1,OMIM:620316,Pediatric onset,HP:0410280
CAMSAP1,OMIM:620316,Infantile onset,HP:0003593
CAMTA1,OMIM:614756,Pediatric onset,HP:0410280
CAMTA1,OMIM:614756,Infantile onset,HP:0003593
CANT1,OMIM:131300,Juvenile onset,HP:0003621
CANT1,OMIM:143095,Congenital onset,HP:0003577
CANT1,OMIM:143095,Infantile onset,HP:0003593
CANT1,OMIM:143095,Pediatric onset,HP:0410280
CAP2,OMIM:620462,Childhood onset,HP:0011463
CAP2,OMIM:620462,Juvenile onset,HP:0003621
CAP2,OMIM:620462,Pediatric onset,HP:0410280
CAPN1,OMIM:616907,Pediatric onset,HP:0410280
CAPN1,OMIM:616907,Juvenile onset,HP:0003621
CAPN15,OMIM:619318,Congenital onset,HP:0003577
CAPN3,OMIM:253600,Juvenile onset,HP:0003621
CAPN3,OMIM:253600,Childhood onset,HP:0011463
CAPN3,OMIM:253600,Pediatric onset,HP:0410280
CAPN3,OMIM:618129,Juvenile onset,HP:0003621
CAPN3,OMIM:618129,Pediatric onset,HP:0410280
CAPN3,OMIM:618129,Childhood onset,HP:0011463
CAPN5,OMIM:180100,Pediatric onset,HP:0410280
CAPN5,OMIM:180100,Juvenile onset,HP:0003621
CAPN5,OMIM:180100,Childhood onset,HP:0011463
CAPNS1,OMIM:620777,Childhood onset,HP:0011463
CAPNS1,OMIM:620777,Infantile onset,HP:0003593
CAPNS1,OMIM:620777,Pediatric onset,HP:0410280
CAPRIN1,OMIM:620636,Childhood onset,HP:0011463
CAPRIN1,OMIM:620636,Juvenile onset,HP:0003621
CAPRIN1,OMIM:620782,Pediatric onset,HP:0410280
CAPRIN1,OMIM:620782,Congenital onset,HP:0003577
CAPRIN1,OMIM:620782,Childhood onset,HP:0011463
CAPRIN1,OMIM:620782,Infantile onset,HP:0003593
CARD10,OMIM:619632,Pediatric onset,HP:0410280
CARD10,OMIM:619632,Juvenile onset,HP:0003621
CARD11,OMIM:615206,Pediatric onset,HP:0410280
CARD11,OMIM:615206,Infantile onset,HP:0003593
CARD14,OMIM:173200,Pediatric onset,HP:0410280
CARD14,OMIM:173200,Infantile onset,HP:0003593
CARD9,OMIM:212050,Childhood onset,HP:0011463
CARD9,OMIM:212050,Early young adult onset,HP:0025708
CARD9,OMIM:212050,Pediatric onset,HP:0410280
CARD9,OMIM:212050,Juvenile onset,HP:0003621
CARMIL2,OMIM:618131,Infantile onset,HP:0003593
CARMIL2,OMIM:618131,Pediatric onset,HP:0410280
CARMIL2,OMIM:618131,Neonatal onset,HP:0003623
CARMIL2,OMIM:618131,Childhood onset,HP:0011463
CARS2,OMIM:616672,Infantile onset,HP:0003593
CARS2,OMIM:616672,Juvenile onset,HP:0003621
CARS2,OMIM:616672,Pediatric onset,HP:0410280
CASK,OMIM:300908,Infantile onset,HP:0003593
CASK,OMIM:300908,Pediatric onset,HP:0410280
CASK,OMIM:300908,Juvenile onset,HP:0003621
CASK,OMIM:300908,Congenital onset,HP:0003577
CASK,OMIM:300908,Childhood onset,HP:0011463
CASP10,OMIM:603909,Pediatric onset,HP:0410280
CASP10,OMIM:603909,Juvenile onset,HP:0003621
CASP2,OMIM:620653,Pediatric onset,HP:0410280
CASP2,OMIM:620653,Childhood onset,HP:0011463
CASQ2,OMIM:604772,Childhood onset,HP:0011463
CASQ2,OMIM:604772,Juvenile onset,HP:0003621
CASQ2,OMIM:604772,Pediatric onset,HP:0410280
CASQ2,OMIM:611938,Childhood onset,HP:0011463
CASR,OMIM:131300,Pediatric onset,HP:0410280
CASR,OMIM:131300,Juvenile onset,HP:0003621
CASR,OMIM:601198,Childhood onset,HP:0011463
CASR,OMIM:601198,Pediatric onset,HP:0410280
CASR,OMIM:601198,Juvenile onset,HP:0003621
CASR,OMIM:612899,Pediatric onset,HP:0410280
CASR,OMIM:612899,Juvenile onset,HP:0003621
CAST,OMIM:616295,Infantile onset,HP:0003593
CAST,OMIM:616295,Pediatric onset,HP:0410280
CATSPER2,OMIM:611102,Congenital onset,HP:0003577
CAV1,OMIM:606721,Neonatal onset,HP:0003623
CAV1,OMIM:606721,Congenital onset,HP:0003577
CAV1,OMIM:612526,Pediatric onset,HP:0410280
CAV1,OMIM:612526,Infantile onset,HP:0003593
CAV1,OMIM:615343,Childhood onset,HP:0011463
CAV1,OMIM:615343,Juvenile onset,HP:0003621
CAV3,OMIM:606072,Pediatric onset,HP:0410280
CAV3,OMIM:606072,Juvenile onset,HP:0003621
CAV3,OMIM:611818,Juvenile onset,HP:0003621
CAV3,OMIM:611818,Pediatric onset,HP:0410280
CAV3,OMIM:614321,Pediatric onset,HP:0410280
CAV3,OMIM:614321,Juvenile onset,HP:0003621
CAVIN1,OMIM:613327,Pediatric onset,HP:0410280
CAVIN1,OMIM:613327,Infantile onset,HP:0003593
CBFB,OMIM:620099,Childhood onset,HP:0011463
CBFB,OMIM:620099,Congenital onset,HP:0003577
CBFB,OMIM:620099,Juvenile onset,HP:0003621
CBFB,OMIM:620099,Pediatric onset,HP:0410280
CBL,OMIM:131300,Juvenile onset,HP:0003621
CBL,OMIM:613563,Pediatric onset,HP:0410280
CBL,OMIM:613563,Infantile onset,HP:0003593
CBLB,OMIM:620430,Childhood onset,HP:0011463
CBLB,OMIM:620430,Pediatric onset,HP:0410280
CBLB,OMIM:620430,Infantile onset,HP:0003593
CBLIF,OMIM:261000,Pediatric onset,HP:0410280
CBLIF,OMIM:261000,Childhood onset,HP:0011463
CBLIF,OMIM:261000,Juvenile onset,HP:0003621
CBS,OMIM:121050,Congenital onset,HP:0003577
CBS,OMIM:208050,Pediatric onset,HP:0410280
CBS,OMIM:208050,Juvenile onset,HP:0003621
CBS,OMIM:208050,Childhood onset,HP:0011463
CBS,OMIM:208050,Congenital onset,HP:0003577
CBS,OMIM:208050,Neonatal onset,HP:0003623
CBS,OMIM:208050,Infantile onset,HP:0003593
CBS,OMIM:236200,Juvenile onset,HP:0003621
CBS,OMIM:236200,Neonatal onset,HP:0003623
CBS,OMIM:236200,Childhood onset,HP:0011463
CBX2,OMIM:613080,Congenital onset,HP:0003577
CC2D1A,OMIM:608443,Childhood onset,HP:0011463
CC2D1A,OMIM:608443,Pediatric onset,HP:0410280
CC2D2A,OMIM:131300,Juvenile onset,HP:0003621
CC2D2A,OMIM:131300,Pediatric onset,HP:0410280
CC2D2A,OMIM:180100,Childhood onset,HP:0011463
CC2D2A,OMIM:180100,Pediatric onset,HP:0410280
CC2D2A,OMIM:180100,Juvenile onset,HP:0003621
CC2D2A,OMIM:619111,Congenital onset,HP:0003577
CC2D2A,OMIM:619845,Congenital onset,HP:0003577
CCDC134,OMIM:131300,Juvenile onset,HP:0003621
CCDC134,OMIM:259770,Infantile onset,HP:0003593
CCDC134,OMIM:259770,Congenital onset,HP:0003577
CCDC134,OMIM:259770,Pediatric onset,HP:0410280
CCDC134,OMIM:619795,Childhood onset,HP:0011463
CCDC141,OMIM:146110,Pediatric onset,HP:0410280
CCDC141,OMIM:146110,Juvenile onset,HP:0003621
CCDC28B,OMIM:209900,Childhood onset,HP:0011463
CCDC28B,OMIM:209900,Pediatric onset,HP:0410280
CCDC28B,OMIM:209900,Congenital onset,HP:0003577
CCDC28B,OMIM:209900,Juvenile onset,HP:0003621
CCDC32,OMIM:619123,Congenital onset,HP:0003577
CCDC39,OMIM:613807,Childhood onset,HP:0011463
CCDC39,OMIM:613807,Pediatric onset,HP:0410280
CCDC39,OMIM:613807,Juvenile onset,HP:0003621
CCDC39,OMIM:613807,Infantile onset,HP:0003593
CCDC39,OMIM:613807,Congenital onset,HP:0003577
CCDC50,OMIM:607453,Pediatric onset,HP:0410280
CCDC50,OMIM:607453,Juvenile onset,HP:0003621
CCDC78,OMIM:614807,Pediatric onset,HP:0410280
CCDC78,OMIM:614807,Childhood onset,HP:0011463
CCDC78,OMIM:614807,Neonatal onset,HP:0003623
CCDC8,OMIM:131300,Pediatric onset,HP:0410280
CCDC8,OMIM:131300,Juvenile onset,HP:0003621
CCDC88A,OMIM:617507,Congenital onset,HP:0003577
CCN6,OMIM:131300,Juvenile onset,HP:0003621
CCN6,OMIM:131300,Pediatric onset,HP:0410280
CCND2,OMIM:615938,Congenital onset,HP:0003577
CCNO,OMIM:615872,Childhood onset,HP:0011463
CCNO,OMIM:615872,Pediatric onset,HP:0410280
CCNQ,OMIM:131300,Juvenile onset,HP:0003621
CCNQ,OMIM:131300,Pediatric onset,HP:0410280
CCNQ,OMIM:300707,Congenital onset,HP:0003577
CCT2,OMIM:180100,Pediatric onset,HP:0410280
CCT2,OMIM:180100,Childhood onset,HP:0011463
CCT2,OMIM:180100,Juvenile onset,HP:0003621
CCT5,OMIM:256840,Childhood onset,HP:0011463
CCT5,OMIM:256840,Pediatric onset,HP:0410280
CD164,OMIM:616969,Childhood onset,HP:0011463
CD164,OMIM:616969,Congenital onset,HP:0003577
CD164,OMIM:616969,Pediatric onset,HP:0410280
CD19,OMIM:613493,Childhood onset,HP:0011463
CD19,OMIM:613493,Juvenile onset,HP:0003621
CD19,OMIM:613493,Pediatric onset,HP:0410280
CD19,OMIM:613493,Infantile onset,HP:0003593
CD247,OMIM:610163,Infantile onset,HP:0003593
CD247,OMIM:610163,Pediatric onset,HP:0410280
CD28,OMIM:620901,Juvenile onset,HP:0003621
CD28,OMIM:620901,Pediatric onset,HP:0410280
CD320,OMIM:613646,Infantile onset,HP:0003593
CD320,OMIM:613646,Congenital onset,HP:0003577
CD320,OMIM:613646,Pediatric onset,HP:0410280
CD320,OMIM:613646,Neonatal onset,HP:0003623
CD3D,OMIM:615617,Infantile onset,HP:0003593
CD3D,OMIM:615617,Pediatric onset,HP:0410280
CD3E,OMIM:615615,Childhood onset,HP:0011463
CD3E,OMIM:615615,Pediatric onset,HP:0410280
CD3E,OMIM:615615,Infantile onset,HP:0003593
CD3G,OMIM:615607,Infantile onset,HP:0003593
CD3G,OMIM:615607,Pediatric onset,HP:0410280
CD4,OMIM:619238,Pediatric onset,HP:0410280
CD4,OMIM:619238,Juvenile onset,HP:0003621
CD40LG,OMIM:308230,Pediatric onset,HP:0410280
CD40LG,OMIM:308230,Infantile onset,HP:0003593
CD46,OMIM:612922,Pediatric onset,HP:0410280
CD46,OMIM:612922,Juvenile onset,HP:0003621
CD46,OMIM:612922,Childhood onset,HP:0011463
CD55,OMIM:226300,Infantile onset,HP:0003593
CD55,OMIM:226300,Pediatric onset,HP:0410280
CD55,OMIM:226300,Childhood onset,HP:0011463
CD55,OMIM:226300,Juvenile onset,HP:0003621
CD59,OMIM:612300,Infantile onset,HP:0003593
CD59,OMIM:612300,Pediatric onset,HP:0410280
CD79A,OMIM:613501,Neonatal onset,HP:0003623
CD79A,OMIM:613501,Pediatric onset,HP:0410280
CD79A,OMIM:613501,Infantile onset,HP:0003593
CD79B,OMIM:612692,Infantile onset,HP:0003593
CD79B,OMIM:612692,Pediatric onset,HP:0410280
CD8A,OMIM:608957,Congenital onset,HP:0003577
CDAN1,OMIM:224120,Congenital onset,HP:0003577
CDC14A,OMIM:608653,Congenital onset,HP:0003577
CDC40,OMIM:619302,Congenital onset,HP:0003577
CDC42,OMIM:131300,Pediatric onset,HP:0410280
CDC42,OMIM:131300,Juvenile onset,HP:0003621
CDC42BPB,OMIM:619841,Congenital onset,HP:0003577
CDC42BPB,OMIM:619841,Neonatal onset,HP:0003623
CDC45,OMIM:131300,Pediatric onset,HP:0410280
CDC45,OMIM:131300,Juvenile onset,HP:0003621
CDC45,OMIM:617063,Congenital onset,HP:0003577
CDC6,OMIM:131300,Pediatric onset,HP:0410280
CDC6,OMIM:131300,Juvenile onset,HP:0003621
CDC6,OMIM:613805,Congenital onset,HP:0003577
CDC73,OMIM:131300,Juvenile onset,HP:0003621
CDC73,OMIM:131300,Pediatric onset,HP:0410280
CDCA7,OMIM:616910,Congenital onset,HP:0003577
CDH11,OMIM:211380,Congenital onset,HP:0003577
CDH11,OMIM:619736,Congenital onset,HP:0003577
CDH2,OMIM:618920,Pediatric onset,HP:0410280
CDH2,OMIM:618920,Juvenile onset,HP:0003621
CDH2,OMIM:619957,Childhood onset,HP:0011463
CDH23,OMIM:180100,Childhood onset,HP:0011463
CDH23,OMIM:180100,Juvenile onset,HP:0003621
CDH23,OMIM:180100,Pediatric onset,HP:0410280
CDH3,OMIM:131300,Juvenile onset,HP:0003621
CDH3,OMIM:180100,Childhood onset,HP:0011463
CDH3,OMIM:180100,Juvenile onset,HP:0003621
CDH3,OMIM:225280,Congenital onset,HP:0003577
CDH3,OMIM:601553,Pediatric onset,HP:0410280
CDH3,OMIM:601553,Congenital onset,HP:0003577
CDH3,OMIM:601553,Childhood onset,HP:0011463
CDH3,OMIM:601553,Infantile onset,HP:0003593
CDHR1,OMIM:180100,Juvenile onset,HP:0003621
CDHR1,OMIM:180100,Pediatric onset,HP:0410280
CDHR1,OMIM:180100,Childhood onset,HP:0011463
CDK10,OMIM:617694,Congenital onset,HP:0003577
CDK13,OMIM:617360,Congenital onset,HP:0003577
CDK5,OMIM:616342,Congenital onset,HP:0003577
CDK5RAP2,OMIM:604804,Congenital onset,HP:0003577
CDK6,OMIM:616080,Congenital onset,HP:0003577
CDKL5,OMIM:300672,Pediatric onset,HP:0410280
CDKL5,OMIM:300672,Infantile onset,HP:0003593
CDKN1C,OMIM:131300,Juvenile onset,HP:0003621
CDKN1C,OMIM:131300,Pediatric onset,HP:0410280
CDSN,OMIM:146520,Pediatric onset,HP:0410280
CDSN,OMIM:146520,Juvenile onset,HP:0003621
CDSN,OMIM:270300,Neonatal onset,HP:0003623
CDT1,OMIM:131300,Pediatric onset,HP:0410280
CDT1,OMIM:131300,Juvenile onset,HP:0003621
CDT1,OMIM:613804,Congenital onset,HP:0003577
CEACAM16,OMIM:614614,Pediatric onset,HP:0410280
CEACAM16,OMIM:614614,Juvenile onset,HP:0003621
CEACAM16,OMIM:618410,Juvenile onset,HP:0003621
CEACAM16,OMIM:618410,Pediatric onset,HP:0410280
CEBPE,OMIM:245480,Pediatric onset,HP:0410280
CEBPE,OMIM:245480,Infantile onset,HP:0003593
CEBPE,OMIM:260570,Juvenile onset,HP:0003621
CEBPE,OMIM:260570,Early young adult onset,HP:0025708
CELF2,OMIM:619561,Pediatric onset,HP:0410280
CELF2,OMIM:619561,Infantile onset,HP:0003593
CELF2,OMIM:619561,Neonatal onset,HP:0003623
CENPE,OMIM:131300,Pediatric onset,HP:0410280
CENPE,OMIM:131300,Juvenile onset,HP:0003621
CENPF,OMIM:243605,Congenital onset,HP:0003577
CEP104,OMIM:616781,Pediatric onset,HP:0410280
CEP104,OMIM:616781,Infantile onset,HP:0003593
CEP104,OMIM:619988,Infantile onset,HP:0003593
CEP104,OMIM:619988,Pediatric onset,HP:0410280
CEP120,OMIM:131300,Pediatric onset,HP:0410280
CEP120,OMIM:131300,Juvenile onset,HP:0003621
CEP120,OMIM:616300,Congenital onset,HP:0003577
CEP120,OMIM:617761,Neonatal onset,HP:0003623
CEP135,OMIM:614673,Congenital onset,HP:0003577
CEP152,OMIM:131300,Juvenile onset,HP:0003621
CEP152,OMIM:131300,Pediatric onset,HP:0410280
CEP152,OMIM:613823,Congenital onset,HP:0003577
CEP164,OMIM:180100,Juvenile onset,HP:0003621
CEP164,OMIM:180100,Childhood onset,HP:0011463
CEP164,OMIM:180100,Pediatric onset,HP:0410280
CEP19,OMIM:180100,Childhood onset,HP:0011463
CEP19,OMIM:180100,Juvenile onset,HP:0003621
CEP19,OMIM:180100,Pediatric onset,HP:0410280
CEP250,OMIM:180100,Pediatric onset,HP:0410280
CEP250,OMIM:180100,Juvenile onset,HP:0003621
CEP250,OMIM:180100,Childhood onset,HP:0011463
CEP290,OMIM:131300,Pediatric onset,HP:0410280
CEP290,OMIM:131300,Juvenile onset,HP:0003621
CEP290,OMIM:180100,Juvenile onset,HP:0003621
CEP290,OMIM:180100,Childhood onset,HP:0011463
CEP290,OMIM:180100,Pediatric onset,HP:0410280
CEP290,OMIM:610189,Childhood onset,HP:0011463
CEP295,OMIM:620767,Congenital onset,HP:0003577
CEP41,OMIM:180100,Pediatric onset,HP:0410280
CEP41,OMIM:180100,Juvenile onset,HP:0003621
CEP41,OMIM:180100,Childhood onset,HP:0011463
CEP63,OMIM:131300,Juvenile onset,HP:0003621
CEP63,OMIM:131300,Pediatric onset,HP:0410280
CEP63,OMIM:614728,Congenital onset,HP:0003577
CEP78,OMIM:180100,Juvenile onset,HP:0003621
CEP78,OMIM:180100,Pediatric onset,HP:0410280
CEP78,OMIM:180100,Childhood onset,HP:0011463
CEP78,OMIM:617236,Childhood onset,HP:0011463
CERKL,OMIM:180100,Pediatric onset,HP:0410280
CERKL,OMIM:180100,Juvenile onset,HP:0003621
CERKL,OMIM:180100,Childhood onset,HP:0011463
CERS1,OMIM:616230,Pediatric onset,HP:0410280
CERS1,OMIM:616230,Infantile onset,HP:0003593
CERS3,OMIM:615023,Congenital onset,HP:0003577
CFAP300,OMIM:618063,Neonatal onset,HP:0003623
CFAP410,OMIM:131300,Juvenile onset,HP:0003621
CFAP410,OMIM:180100,Juvenile onset,HP:0003621
CFAP410,OMIM:180100,Childhood onset,HP:0011463
CFAP410,OMIM:602271,Congenital onset,HP:0003577
CFAP410,OMIM:602271,Infantile onset,HP:0003593
CFAP410,OMIM:602271,Pediatric onset,HP:0410280
CFAP410,OMIM:602271,Childhood onset,HP:0011463
CFAP410,OMIM:602271,Juvenile onset,HP:0003621
CFAP410,OMIM:602271,Neonatal onset,HP:0003623
CFAP410,OMIM:617547,Juvenile onset,HP:0003621
CFAP410,OMIM:617547,Childhood onset,HP:0011463
CFAP418,OMIM:180100,Childhood onset,HP:0011463
CFAP418,OMIM:180100,Juvenile onset,HP:0003621
CFAP418,OMIM:180100,Pediatric onset,HP:0410280
CFAP45,OMIM:619608,Congenital onset,HP:0003577
CFAP53,OMIM:614779,Congenital onset,HP:0003577
CFAP74,OMIM:620197,Childhood onset,HP:0011463
CFAP74,OMIM:620197,Pediatric onset,HP:0410280
CFB,OMIM:615561,Pediatric onset,HP:0410280
CFB,OMIM:615561,Childhood onset,HP:0011463
CFC1,OMIM:605376,Congenital onset,HP:0003577
CFH,OMIM:180100,Childhood onset,HP:0011463
CFH,OMIM:180100,Pediatric onset,HP:0410280
CFH,OMIM:180100,Juvenile onset,HP:0003621
CFH,OMIM:609814,Pediatric onset,HP:0410280
CFH,OMIM:609814,Juvenile onset,HP:0003621
CFI,OMIM:610984,Juvenile onset,HP:0003621
CFI,OMIM:610984,Pediatric onset,HP:0410280
CFI,OMIM:610984,Infantile onset,HP:0003593
CFI,OMIM:610984,Childhood onset,HP:0011463
CFI,OMIM:612923,Childhood onset,HP:0011463
CFL2,OMIM:610687,Pediatric onset,HP:0410280
CFL2,OMIM:610687,Childhood onset,HP:0011463
CFL2,OMIM:610687,Congenital onset,HP:0003577
CFTR,OMIM:219700,Childhood onset,HP:0011463
CFTR,OMIM:219700,Pediatric onset,HP:0410280
CFTR,OMIM:219700,Infantile onset,HP:0003593
CHAMP1,OMIM:616579,Infantile onset,HP:0003593
CHAMP1,OMIM:616579,Congenital onset,HP:0003577
CHAMP1,OMIM:616579,Neonatal onset,HP:0003623
CHAMP1,OMIM:616579,Pediatric onset,HP:0410280
CHAT,OMIM:254210,Congenital onset,HP:0003577
CHAT,OMIM:254210,Neonatal onset,HP:0003623
CHCHD10,OMIM:616209,Childhood onset,HP:0011463
CHCHD10,OMIM:616209,Pediatric onset,HP:0410280
CHD1,OMIM:617682,Infantile onset,HP:0003593
CHD1,OMIM:617682,Pediatric onset,HP:0410280
CHD2,OMIM:615369,Pediatric onset,HP:0410280
CHD2,OMIM:615369,Infantile onset,HP:0003593
CHD2,OMIM:615369,Childhood onset,HP:0011463
CHD3,OMIM:618205,Pediatric onset,HP:0410280
CHD3,OMIM:618205,Infantile onset,HP:0003593
CHD5,OMIM:619873,Pediatric onset,HP:0410280
CHD5,OMIM:619873,Infantile onset,HP:0003593
CHD7,OMIM:146110,Juvenile onset,HP:0003621
CHD7,OMIM:146110,Pediatric onset,HP:0410280
CHD7,OMIM:214800,Congenital onset,HP:0003577
CHD8,OMIM:615032,Infantile onset,HP:0003593
CHD8,OMIM:615032,Pediatric onset,HP:0410280
CHD8,OMIM:615032,Childhood onset,HP:0011463
CHKA,OMIM:620023,Pediatric onset,HP:0410280
CHKA,OMIM:620023,Infantile onset,HP:0003593
CHKA,OMIM:620023,Childhood onset,HP:0011463
CHKB,OMIM:602541,Pediatric onset,HP:0410280
CHKB,OMIM:602541,Infantile onset,HP:0003593
CHM,OMIM:180100,Pediatric onset,HP:0410280
CHM,OMIM:180100,Juvenile onset,HP:0003621
CHM,OMIM:180100,Childhood onset,HP:0011463
CHM,OMIM:303100,Juvenile onset,HP:0003621
CHM,OMIM:303100,Pediatric onset,HP:0410280
CHM,OMIM:303100,Childhood onset,HP:0011463
CHMP1A,OMIM:614961,Congenital onset,HP:0003577
CHMP1A,OMIM:614961,Infantile onset,HP:0003593
CHMP1A,OMIM:614961,Pediatric onset,HP:0410280
CHP1,OMIM:618438,Childhood onset,HP:0011463
CHP1,OMIM:618438,Pediatric onset,HP:0410280
CHP1,OMIM:618438,Juvenile onset,HP:0003621
CHRNA1,OMIM:601462,Pediatric onset,HP:0410280
CHRNA1,OMIM:601462,Infantile onset,HP:0003593
CHRNA1,OMIM:601462,Juvenile onset,HP:0003621
CHRNA1,OMIM:608930,Infantile onset,HP:0003593
CHRNA1,OMIM:608930,Congenital onset,HP:0003577
CHRNA1,OMIM:608930,Pediatric onset,HP:0410280
CHRNA2,OMIM:610353,Pediatric onset,HP:0410280
CHRNA2,OMIM:610353,Juvenile onset,HP:0003621
CHRNA2,OMIM:610353,Childhood onset,HP:0011463
CHRNA4,OMIM:600513,Childhood onset,HP:0011463
CHRNA4,OMIM:600513,Pediatric onset,HP:0410280
CHRNB1,OMIM:616313,Congenital onset,HP:0003577
CHRNB1,OMIM:616314,Congenital onset,HP:0003577
CHRND,OMIM:616321,Pediatric onset,HP:0410280
CHRND,OMIM:616321,Infantile onset,HP:0003593
CHRND,OMIM:616322,Infantile onset,HP:0003593
CHRND,OMIM:616322,Pediatric onset,HP:0410280
CHRND,OMIM:616323,Neonatal onset,HP:0003623
CHRNE,OMIM:605809,Congenital onset,HP:0003577
CHRNE,OMIM:605809,Neonatal onset,HP:0003623
CHRNE,OMIM:608931,Pediatric onset,HP:0410280
CHRNE,OMIM:608931,Childhood onset,HP:0011463
CHRNE,OMIM:608931,Infantile onset,HP:0003593
CHRNE,OMIM:616324,Congenital onset,HP:0003577
CHRNE,OMIM:616324,Pediatric onset,HP:0410280
CHRNE,OMIM:616324,Infantile onset,HP:0003593
CHST11,OMIM:131300,Juvenile onset,HP:0003621
CHST11,OMIM:131300,Pediatric onset,HP:0410280
CHST14,OMIM:131300,Juvenile onset,HP:0003621
CHST14,OMIM:131300,Pediatric onset,HP:0410280
CHST14,OMIM:601776,Congenital onset,HP:0003577
CHST14,OMIM:601776,Neonatal onset,HP:0003623
CHST3,OMIM:131300,Juvenile onset,HP:0003621
CHST3,OMIM:143095,Congenital onset,HP:0003577
CHST3,OMIM:143095,Pediatric onset,HP:0410280
CHST3,OMIM:143095,Infantile onset,HP:0003593
CHST3,OMIM:259770,Pediatric onset,HP:0410280
CHST3,OMIM:259770,Infantile onset,HP:0003593
CHST3,OMIM:259770,Congenital onset,HP:0003577
CHST6,OMIM:217800,Juvenile onset,HP:0003621
CHST6,OMIM:217800,Pediatric onset,HP:0410280
CHSY1,OMIM:131300,Pediatric onset,HP:0410280
CHSY1,OMIM:131300,Juvenile onset,HP:0003621
CHUK,OMIM:619339,Congenital onset,HP:0003577
