gene_label,ct_label,as_label,as,ct,gene
AIFM2,fibroblast,superior pharyngeal artery,https://purl.org/ccf/ASCTB-TEMP_superior-pharyngeal-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Deep plantar artery,http://purl.org/sig/ont/fma/fma69513,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Medial part of dorsal digital artery of third toe,http://purl.org/sig/ont/fma/fma69587,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral part of dorsal digital artery of great toe,http://purl.org/sig/ont/fma/fma69601,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral part of dorsal digital artery of third toe,http://purl.org/sig/ont/fma/fma69607,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,lateral sural artery,https://purl.org/ccf/ASCTB-TEMP_lateral-sural-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,pterygovaginal artery,https://purl.org/ccf/ASCTB-TEMP_pterygovaginal-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Anterior superior segmental hepatic artery,http://purl.org/sig/ont/fma/fma70442,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,right anterior hepatic artery,https://purl.org/ccf/ASCTB-TEMP_right-anterior-hepatic-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Medial superior segmental hepatic artery,http://purl.org/sig/ont/fma/fma70449,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,hepatic arteriole,https://purl.org/ccf/ASCTB-TEMP_hepatic-arteriole,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,hypoglossal branch of ascending pharyngeal artery,https://purl.org/ccf/ASCTB-TEMP_hypoglossal-branch-of-ascending-pharyngeal-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,right artery of caudate lobe,https://purl.org/ccf/ASCTB-TEMP_right-artery-of-caudate-lobe,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,right posterior hepatic artery,https://purl.org/ccf/ASCTB-TEMP_right-posterior-hepatic-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,segmental hepatic artery,https://purl.org/ccf/ASCTB-TEMP_segmental-hepatic-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,external carotid artery,http://purl.obolibrary.org/obo/UBERON_0001070,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,abdominal aorta,http://purl.obolibrary.org/obo/UBERON_0001516,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,posterior communicating artery,http://purl.obolibrary.org/obo/UBERON_0001628,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,superior hypophysial artery,http://purl.obolibrary.org/obo/UBERON_0035404,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,common penile artery,http://purl.obolibrary.org/obo/UBERON_0008320,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,dorsal artery of clitoris,http://purl.obolibrary.org/obo/UBERON_0008323,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,helicine branch of uterine artery,http://purl.obolibrary.org/obo/UBERON_0015173,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Superficial medial plantar artery,http://purl.org/sig/ont/fma/fma43933,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral nasal artery,http://purl.org/sig/ont/fma/fma49580,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,seminal vesicle arterial branches of prostatic artery,https://purl.org/ccf/ASCTB-TEMP_seminal-vesicle-arterial-branches-of-prostatic-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,inferior epigastric artery,http://purl.obolibrary.org/obo/UBERON_0001354,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,bulbourethral artery,https://purl.org/ccf/ASCTB-TEMP_bulbourethral-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,mental artery,http://purl.obolibrary.org/obo/UBERON_0001617,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,thoracodorsal artery,http://purl.obolibrary.org/obo/UBERON_0002011,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral proper palmar digital artery of little finger,http://purl.org/sig/ont/fma/fma23048,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Third common palmar digital artery,http://purl.org/sig/ont/fma/fma85107,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,dorsal branch of lateral proper palmar digital artery of third digit of hand,https://purl.org/ccf/ASCTB-TEMP_dorsal-branch-of-lateral-proper-palmar-digital-artery-of-third-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,First common palmar digital artery,http://purl.org/sig/ont/fma/fma22854,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral proper palmar digital artery of middle finger,http://purl.org/sig/ont/fma/fma22857,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,dorsal branch of lateral proper palmar digital artery of fifth digit of hand,https://purl.org/ccf/ASCTB-TEMP_dorsal-branch-of-lateral-proper-palmar-digital-artery-of-fifth-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,superior thoracic artery,http://purl.obolibrary.org/obo/UBERON_0035273,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Fourth common palmar digital artery,http://purl.org/sig/ont/fma/fma85108,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,cutaneous branch of medial proper palmar digital artery of fifth digit of hand,https://purl.org/ccf/ASCTB-TEMP_cutaneous-branch-of-medial-proper-palmar-digital-artery-of-fifth-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,dorsal branch of medial proper palmar digital artery of fifth digit of hand,https://purl.org/ccf/ASCTB-TEMP_dorsal-branch-of-medial-proper-palmar-digital-artery-of-fifth-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,dorsal branch of medial proper palmar digital artery of fourth digit of hand,https://purl.org/ccf/ASCTB-TEMP_dorsal-branch-of-medial-proper-palmar-digital-artery-of-fourth-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,lateral thoracic artery,http://purl.obolibrary.org/obo/UBERON_0001396,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,infraorbital artery,http://purl.obolibrary.org/obo/UBERON_0004646,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Acromial branch of thoraco-acromial artery,http://purl.org/sig/ont/fma/fma23065,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,dorsal branch of medial proper palmar digital artery of second digit of hand,https://purl.org/ccf/ASCTB-TEMP_dorsal-branch-of-medial-proper-palmar-digital-artery-of-second-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,cutaneous arteriole,https://purl.org/ccf/ASCTB-TEMP_cutaneous-arteriole,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral tarsal artery,http://purl.org/sig/ont/fma/fma44595,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Medial part of dorsal digital artery of second toe,http://purl.org/sig/ont/fma/fma69586,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,first common plantar digital artery,https://purl.org/ccf/ASCTB-TEMP_first-common-plantar-digital-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,lateral proper plantar digital artery of first digit of foot,https://purl.org/ccf/ASCTB-TEMP_lateral-proper-plantar-digital-artery-of-first-digit-of-foot,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,lateral proper plantar digital artery of third digit of foot,https://purl.org/ccf/ASCTB-TEMP_lateral-proper-plantar-digital-artery-of-third-digit-of-foot,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,medial proper plantar digital artery of fourth digit of foot,https://purl.org/ccf/ASCTB-TEMP_medial-proper-plantar-digital-artery-of-fourth-digit-of-foot,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,third common plantar digital artery,https://purl.org/ccf/ASCTB-TEMP_third-common-plantar-digital-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,descending aorta,http://purl.obolibrary.org/obo/UBERON_0001514,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,descending thoracic aorta,http://purl.obolibrary.org/obo/UBERON_0002345,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,common hepatic artery,http://purl.obolibrary.org/obo/UBERON_0005436,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,posterior ethmoidal artery,http://purl.obolibrary.org/obo/UBERON_0012319,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,supraorbital artery,http://purl.obolibrary.org/obo/UBERON_0015160,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Posterior superior pancreaticoduodenal artery,http://purl.org/sig/ont/fma/fma14784,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Set of short posterior ciliary arteries,http://purl.org/sig/ont/fma/fma70777,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Set of long posterior ciliary arteries,http://purl.org/sig/ont/fma/fma70778,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,medial palpebral artery,http://purl.obolibrary.org/obo/UBERON_0014773,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Right tenth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4360,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Right third posterior intercostal artery,http://purl.org/sig/ont/fma/fma4199,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Right fourth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4222,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Right fifth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4245,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Right eighth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4314,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Right eleventh posterior intercostal artery,http://purl.org/sig/ont/fma/fma4383,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Right sixth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4268,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,renal artery,http://purl.obolibrary.org/obo/UBERON_0001184,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,ovarian artery,http://purl.obolibrary.org/obo/UBERON_0001190,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,proper hepatic artery,http://purl.obolibrary.org/obo/UBERON_0015480,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,left hepatic artery,http://purl.obolibrary.org/obo/UBERON_0015481,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,left lateral hepatic artery,https://purl.org/ccf/ASCTB-TEMP_left-lateral-hepatic-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Left fifth lumbar artery,http://purl.org/sig/ont/fma/fma14903,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Supraduodenal artery,http://purl.org/sig/ont/fma/fma70438,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Anterior superior segmental renal artery,http://purl.org/sig/ont/fma/fma70500,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Anterior inferior segmental renal artery,http://purl.org/sig/ont/fma/fma70501,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,left artery of caudate lobe,https://purl.org/ccf/ASCTB-TEMP_left-artery-of-caudate-lobe,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,recurrent muscular branch of submucosal artery of colon,https://purl.org/ccf/ASCTB-TEMP_recurrent-muscular-branch-of-submucosal-artery-of-colon,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral sacral artery,http://purl.org/sig/ont/fma/fma18855,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,subserous artery of colon #2,https://purl.org/ccf/ASCTB-TEMP_subserous-artery-of-colon-2,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,thoraco-acromial artery,http://purl.obolibrary.org/obo/UBERON_0001395,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Anterior intercostal artery,http://purl.org/sig/ont/fma/fma10641,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Seventh anterior intercostal artery,http://purl.org/sig/ont/fma/fma10649,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,First anterior intercostal artery,http://purl.org/sig/ont/fma/fma10652,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Second anterior intercostal artery,http://purl.org/sig/ont/fma/fma10653,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Posterior radicular branch of posterior intercostal artery,http://purl.org/sig/ont/fma/fma4184,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Pontine artery,http://purl.org/sig/ont/fma/fma50560,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,deep femoral artery,http://purl.obolibrary.org/obo/UBERON_0001355,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,penicillar arteriole,http://purl.obolibrary.org/obo/UBERON_0013132,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral circumflex femoral artery,http://purl.org/sig/ont/fma/fma20798,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,intralobular arteriole of pancreas,https://purl.org/ccf/ASCTB-TEMP_intralobular-arteriole-of-pancreas,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,odontoid arcade,https://purl.org/ccf/ASCTB-TEMP_odontoid-arcade,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,pancreatic islet afferent arteriole,https://purl.org/ccf/ASCTB-TEMP_pancreatic-islet-afferent-arteriole,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,periductal arteriole of interlobular duct of pancreas,https://purl.org/ccf/ASCTB-TEMP_periductal-arteriole-of-interlobular-duct-of-pancreas,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,periductal branch of interlobular artery of pancreas,https://purl.org/ccf/ASCTB-TEMP_periductal-branch-of-interlobular-artery-of-pancreas,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,periductal branch of lobular artery of pancreas,https://purl.org/ccf/ASCTB-TEMP_periductal-branch-of-lobular-artery-of-pancreas,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,pharyngeal trunk,https://purl.org/ccf/ASCTB-TEMP_pharyngeal-trunk,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,periductal arteriole of accessory pancreatic duct,https://purl.org/ccf/ASCTB-TEMP_periductal-arteriole-of-accessory-pancreatic-duct,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,popliteal artery,http://purl.obolibrary.org/obo/UBERON_0002250,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Descending genicular artery,http://purl.org/sig/ont/fma/fma22506,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Articular branch of descending genicular artery,http://purl.org/sig/ont/fma/fma22511,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Medial part of dorsal digital artery of fifth toe,http://purl.org/sig/ont/fma/fma69589,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral part of dorsal digital artery of fifth toe,http://purl.org/sig/ont/fma/fma69613,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral part of dorsal digital artery of fourth toe,http://purl.org/sig/ont/fma/fma69610,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,inferior pharyngeal artery,https://purl.org/ccf/ASCTB-TEMP_inferior-pharyngeal-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,middle pharyngeal artery,https://purl.org/ccf/ASCTB-TEMP_middle-pharyngeal-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,superior suprarenal artery,http://purl.obolibrary.org/obo/UBERON_0001198,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,median sacral artery,http://purl.obolibrary.org/obo/UBERON_0005464,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,interlobar artery,http://purl.obolibrary.org/obo/UBERON_0009885,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,middle suprarenal artery,http://purl.obolibrary.org/obo/UBERON_0012173,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,inferior phrenic artery,http://purl.obolibrary.org/obo/UBERON_0012255,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,costo-cervical trunk,http://purl.obolibrary.org/obo/UBERON_0004688,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Pectoral branch of thoraco-acromial artery,http://purl.org/sig/ont/fma/fma23062,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Clavicular branch of thoraco-acromial artery,http://purl.org/sig/ont/fma/fma23066,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Anterior superior alveolar artery,http://purl.org/sig/ont/fma/fma49771,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Deltoid branch of thoraco-acromial artery,http://purl.org/sig/ont/fma/fma23067,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,radial artery,http://purl.obolibrary.org/obo/UBERON_0001404,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,ascending pharyngeal artery,http://purl.obolibrary.org/obo/UBERON_8600078,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,central retinal artery,http://purl.obolibrary.org/obo/UBERON_0001620,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,dorsal nasal artery,http://purl.obolibrary.org/obo/UBERON_0001623,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,hyaloid artery,http://purl.obolibrary.org/obo/UBERON_0002270,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,frontal artery,http://purl.obolibrary.org/obo/UBERON_0012187,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,anterior meningeal artery,http://purl.obolibrary.org/obo/UBERON_0010251,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,anterior ethmoidal artery,http://purl.obolibrary.org/obo/UBERON_0012318,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Cavernous branch of internal carotid artery,http://purl.org/sig/ont/fma/fma49817,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,dorsal meningeal artery,https://purl.org/ccf/ASCTB-TEMP_dorsal-meningeal-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Set of lenticulostriate arteries,http://purl.org/sig/ont/fma/fma71479,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,meningohypophyseal artery,https://purl.org/ccf/ASCTB-TEMP_meningohypophyseal-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,tentorial artery,https://purl.org/ccf/ASCTB-TEMP_tentorial-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Middle temporal branch of middle cerebral artery,http://purl.org/sig/ont/fma/fma50466,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,posterior tibial artery,http://purl.obolibrary.org/obo/UBERON_0001538,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,facial artery,http://purl.obolibrary.org/obo/UBERON_0001612,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral plantar artery,http://purl.org/sig/ont/fma/fma43926,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Plantar arch,http://purl.org/sig/ont/fma/fma43942,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Trunk of posterior tibial artery,http://purl.org/sig/ont/fma/fma66421,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,peroneal artery,http://purl.obolibrary.org/obo/UBERON_0001540,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Perforating branch of fibular artery,http://purl.org/sig/ont/fma/fma44033,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Middle genicular artery,http://purl.org/sig/ont/fma/fma22536,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,medial sural artery,https://purl.org/ccf/ASCTB-TEMP_medial-sural-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,celiac artery,http://purl.obolibrary.org/obo/UBERON_0001640,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,right gastroepiploic artery,http://purl.obolibrary.org/obo/UBERON_0035829,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,gastroduodenal artery,http://purl.obolibrary.org/obo/UBERON_0010132,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Inferior tympanic artery,http://purl.org/sig/ont/fma/fma49506,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Lateral superior segmental hepatic artery,http://purl.org/sig/ont/fma/fma70452,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,left medial hepatic artery,https://purl.org/ccf/ASCTB-TEMP_left-medial-hepatic-artery,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,neuromeningeal trunk,https://purl.org/ccf/ASCTB-TEMP_neuromeningeal-trunk,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIFM2,fibroblast,Retroduodenal artery,http://purl.org/sig/ont/fma/fma61437,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/21411
AIRE,medullary thymic epithelial cell type 2,thymus epithelium,http://purl.obolibrary.org/obo/UBERON_0003846,http://purl.obolibrary.org/obo/CL_0009072,http://identifiers.org/hgnc/360
AJ006995.3,CGE_289 VIP GABAergic cortical interneuron (Hsap),gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,http://purl.obolibrary.org/obo/PCL_0051290,https://purl.org/ccf/ASCTB-TEMP_aj006995-3
